username,userid,profile_location,created_at,text,retweet_count,source,coordinates
MediaBlotter,14858053,"Los Angeles, CA",2023-01-19 17:33:09,Seattle's first Artificial Intelligence barista goes by the name of Jarvis and is clocking a perpetual shift at Art… https://t.co/LmW8Ntkjex,0,Twitter Web App,
aaron,4785831956,"INGLEWOOD, CA",2023-01-19 17:30:00,@LisaCar78228295 @KingCabrera88 @FootsDaKing but we giving puffy props for beating genius smith and seattle,0,Twitter for iPhone,
Frank Mottek,26046662,"Los Angeles, CA",2023-01-19 16:28:32,"#Nike closing downtown Seattle store amid crime wave
-FoxBusiness #retail #crime 
https://t.co/wDGWLgsugm",0,Twitter for iPhone,
Josh Bell's Hair,1600836272381214720,Corner of Carnegie and Ontario,2023-01-19 12:15:33,Guardians 12th behind Seattle and Tampa... Sigh https://t.co/7iIDMLhtvz,0,Twitter Web App,
Live News Update,1600491102053736452,los angeles,2023-01-19 10:34:11,"20 Best Restaurants in Downtown Seattle #travel #nature
https://t.co/WgSU9hxKCF",0,Twitter Web App,
ChargersMemes,971512180964126720,"Los Angeles, CA",2023-01-19 10:08:12,"@WatchJax @NFL_Sentiments @xJaylvnn @BradHensonPro It is Seattle, especially because the stadium itself is designed to amplify noise",0,Twitter for iPhone,
Aubie,1312250731596926976,"Westwood, Los Angeles",2023-01-19 08:28:20,@Hauntterr Seattle Sounders I have a kit designer for YOU,0,Twitter for iPhone,
Hard Hat Jobs,988408237249744896,"Beverly Hills, CA",2023-01-19 08:12:43,"Opportunities for Seattle Civil Engineering Lead in Seattle, WA #Seattle #construction

Apply →:… https://t.co/K6nCnaCcyT",0,IFTTT,
Hard Hat Jobs,988408237249744896,"Beverly Hills, CA",2023-01-19 08:12:24,"Opportunities for Architectural Staff in Seattle, WA #Seattle #construction #architect

Apply →:… https://t.co/nKBruMBPSh",0,IFTTT,
Hard Hat Jobs,988408237249744896,"Beverly Hills, CA",2023-01-19 08:12:10,"Opportunities for Swing Crane Operator in Seattle, WA #Seattle #construction

Apply →: https://t.co/E0voalEjGh https://t.co/Lt95VDd794",0,IFTTT,
Glizz Khalifa,88018702,LA,2023-01-19 05:38:52,@BigHoochieVibes oh im in seattle this weekend actually lol,0,Twitter for iPhone,
goldengirl,1154220622198669312,"Los Angeles, CA",2023-01-19 05:28:45,"@MsJenneh18 @mickojoe1976 I grew up in Seattle and camped my entire life, but nothing that I experienced. However,… https://t.co/2LaKeuMfBC",0,Twitter for iPhone,
Ryan,1168053513382813696,"Los Angeles, California",2023-01-19 05:28:15,"@DennisTFP Small picture: Calgary keeps losing, Seattle and Vegas are starting to come back to earth.

Medium pictu… https://t.co/VPdcXTs18K",1,Twitter for iPhone,
Robin Guo,1205328920670855169,"Los Angeles, CA",2023-01-19 05:00:16,"@gwertz James, will certainly miss having you around at a16z. You’ve taught me a lot about founder empathy, entrepr… https://t.co/As7nVwXICa",0,Twitter for iPhone,
andrewzhanselhanson,1380610079183925248,"Los Angeles, CA",2023-01-19 04:27:32,"The NFL's most productive rookie classes, from 1 to 32: How Seattle crushed the draft https://t.co/at4img82BN",0,Twitter for iPhone,
JoesLAAdventures,989320781799743488,"Los Angeles, CA",2023-01-19 04:22:12,@spikewarden1 How far is Seattle from LA 🤔,0,Twitter for iPhone,
Steve,1448002381233344512,"Redondo Beach, CA",2023-01-19 03:52:55,@wingoz Slow down been there for a few prime time games.  As loud as any other stadium that is not a dome.  Even th… https://t.co/ixI3katsI1,0,Twitter for iPhone,
💥,16138167,will you miss me when I'm gone,2023-01-19 03:40:51,"The ""Autistic Savant"" Seattle artist Gregory Blackstock has just died, age 77.  

As a fan of grids and deadpan cat… https://t.co/H09hTpjlls",2,Twitter Web App,
Shiriko,347213973,Los Angeles,2023-01-19 03:33:31,"@HandsYouAFish well I tend to be stuck in the 90s and early 2000s, I listen to a lot of grunge (I grew up in seattl… https://t.co/ZTtaUH2MwB",0,TweetDeck,
@thenotoriousjennyt,1322753605976219648,"Los Angeles, CA",2023-01-19 03:16:35,@ginamaureen01 Seattle,0,Twitter for iPhone,
Yuritzi Bernal❤️,590511352,Los Angeles,2023-01-19 03:10:18,"@JacksonWang852 Can You Come To Seattle, WA 😉",0,Twitter for iPhone,
Don Mario 🥂,111199735,"Los Angeles, CA",2023-01-19 02:17:20,Seattle been kinda cold… fuck,0,Twitter for iPhone,
Naval Academy Survivor 🏳️‍🌈,1437850352980672512,"Los Angeles, CA",2023-01-19 02:06:19,@KSeattleWeather Stunning! And perfect Seattle. 💕👍🏼,0,Twitter for iPhone,
Naval Academy Survivor 🏳️‍🌈,1437850352980672512,"Los Angeles, CA",2023-01-19 01:59:53,"@sosarahsays @KSeattleWeather Because I was born in WA, and have been shocked to personally witness Seattle people… https://t.co/v441zarYsN",0,Twitter for iPhone,
brian 🏹,79642911,OC/LA,2023-01-19 01:37:07,@tisthedamndress Ugh omg that sucks:/  I was hoping the person next to me would be a real fan and not a random. But… https://t.co/ZnE5eudJk7,0,Twitter for iPhone,
Joe Halsey,1516453763778633730,"Pasadena, California",2023-01-19 01:30:38,"Can anyone blame @nikestore for bailing out of downtown Seattle? It’s a fucking cesspit, filled with crazy homeless… https://t.co/q6ibKZlYlg",0,Twitter for Mac,
Ben Noah,42028049,"Los Angeles, California",2023-01-19 01:22:54,@ThunderFilmRoom Send them back to Seattle lol,0,Twitter for iPhone,
Kobe,1404227674944413696,"La Habra, CA",2023-01-19 01:07:30,Making a trip to Seattle to explore and to visit Pike Place Fish Market,0,Twitter for iPhone,
Tyler,1673812135,"Orange, CA",2023-01-19 00:55:05,@maestroxv_ @MarkMaske So it had nothing to do with just Russ. Guy made horrible decision after horrible decision.… https://t.co/oy0Sion2C0,0,Twitter for iPhone,
Journalist,17205646,"Los Angeles, CA",2023-01-19 00:48:22,@bdonedone @JaySonTafari @RexChapman Truth. I grew up in the Pacific Northwest. Mostly Yakima. Seattle isn’t a walk… https://t.co/VDPa4jeF6p,0,Twitter for iPhone,
Cass,114974103,"Long Beach, CA",2023-01-19 00:33:55,@PensOfAnarchy Remember McCann will have 40 goals with Seattle. https://t.co/rMOKEXgGGp,0,Twitter for iPhone,
Rene Robles,1481375849639145473,"LA, California",2023-01-19 00:07:19,"@es3_09 Seattle put up 23 on them, we can do better then that for sure.",0,Twitter for iPhone,
ArmadaTruckingGroup,4174178565,"Pomona, CA 91767",2023-01-18 23:34:49,"⚡️ NEW BLOG

🔹Trucking Road Highlights: Washington Sights

Read More 👉🏼 https://t.co/V5x3JZyo8m

#washingtonstate… https://t.co/m1ltY0iizV",0,Twitter for iPhone,
Seth Sherwood,1413265112,Los Angeles,2023-01-18 23:29:05,@GogBrianBernard I assume it’s similar to the WLF in Seattle. There’s a self-appointed general dictator somewhere.,0,Twitter for iPhone,
Cass,114974103,"Long Beach, CA",2023-01-18 23:05:41,@TeddyGraham1487 @BillSpaulding The arena is located at the Seattle Center. If we are being honest it’s the old Key… https://t.co/ilCeIyF94h,0,Twitter for iPhone,
Sunset,21689161,"Los Angeles, CA",2023-01-18 23:00:03,"""You normally eat bibingka during the holidays, but we serve it year-round,"" says Melissa Miranda of Seattle restau… https://t.co/16P38AMUBG",0,SocialNewsDesk,
Dan Smith,1353603674,Ontario,2023-01-18 22:56:26,"@ALinCALI22 Exactly, Seattle doesn't even have their team anymore while Kings are one of the best, upcoming teams i… https://t.co/HDudTYlRt4",0,Twitter Web App,
✨god's-favorite-punching-bag✨,513662195,Los Angeles,2023-01-18 22:24:52,Time for my Seattle tradition and get some shitty mcdonalds while I wait for my flight,0,Twitter for iPhone,
Mace,1558487294897786880,ontario,2023-01-18 22:10:18,"16. And then next up we have Alice in Chains with their hit record, Dirt. The band plays a type of rock music calle… https://t.co/ZSli4cDtdg",0,Twitter for Android,
Simboku,1491250290,"Los Angeles, CA",2023-01-18 22:03:06,"This year will be the year I travel more. I wanna mountain bike everywhere. I wanna hit up Norcal, Seattle, Whistle… https://t.co/Xs6d1IPrw7",0,Twitter for Android,
Danna,483427173,"Los Angeles, CA",2023-01-18 22:01:06,@TheLakeShowshow We were living in Seattle for a good few weeks lol,0,Twitter for iPhone,
tstrong,2531264005,cavern of shame&hall of dismay,2023-01-18 21:48:41,@phastenough @PrisonOfLimes @furrythug @sneakinabbey seems like a perfect song to play in seattle and then not have… https://t.co/hA64ENxNaj,0,Twitter for iPhone,
The Inconvenient Truth,2466727220,"Baldwin Park, CA",2023-01-18 21:36:46,@jprug Cause he'll bring Brian Schottenheimer with him to coach Russ. And Russ had the three best years of his care… https://t.co/QrdhTboJOx,0,Twitter for Android,
LARams4evr,345528849,West Los Angeles,2023-01-18 21:11:17,"@getnickwright @Chris_Broussard @kevinwildes come on now, yes the 49ers beat 3 playoff teams in 11 game streak, but… https://t.co/YG4Jn7FOJf",0,Twitter for iPhone,
Annie Lohr,17409832,"Santa Monica, CA",2023-01-18 21:05:36,"@SanzaruGames is hiring a few experienced people, to work across multi-disciplinary teams to deliver our next AAA V… https://t.co/6Emyk2Pklm",0,Twitter Web App,
LAFC Edge,775043240881815552,"Los Angeles, CA",2023-01-18 20:59:23,Ok I have regrets. I’m relegating Seattle to NEUTRAL. That was my first gut move and I regret it!,0,Twitter for iPhone,
Jay Walks,757468616375676928,Disneyland,2023-01-18 20:56:05,@raving_narc Vegas may be a whore but but why Seattle always wet af?,0,Twitter for iPhone,
El Turco,1208531446324842497,"Los Angeles, CA",2023-01-18 20:42:19,@lafcedge U forgot to add Seattle on the hate list .. everything else is accurate,0,Twitter for Android,
Dan Neumann,14287126,"Los Angeles, CA",2023-01-18 20:39:38,@tomfgoodwin Agree for the most part but Alaska and Jet Blue do try https://t.co/w96k0AZDXO,0,Twitter Web App,
Jay Walks,757468616375676928,Disneyland,2023-01-18 20:33:28,@raving_narc Awww no “Seattle… I’m in you” post ?,0,Twitter for iPhone,
MC Metro,744592176,"Los Angeles, CA",2023-01-18 20:31:45,@starsalwayssh9 @PDiddy8043 Or Seattle offense,0,Twitter for iPhone,
goldbrush,1112415346189721600,"Los Angeles, CA",2023-01-18 20:29:43,SEATTLE. We’re officially 3 days away from our arrival at Neumos. Excited to see new and familiar faces this weeken… https://t.co/AIcQD56cC2,15,Twitter for iPhone,
awol evan 🛡️🏆,51718806,"Los Angeles, CA",2023-01-18 20:22:42,@lafcedge Chara has some dirty tackles: Timers are enemies for life. Sounders knock us out of the playoffs twice: r… https://t.co/ZOJoocQw7U,0,Twitter Web App,
Fizzel,70847003,Ontario,2023-01-18 20:18:59,"@ClarusPolaris Vancouver, Seattle, Forks &amp; La Push(Twilight), San Franciso, Reno, Grand Canyon &amp; Las Vegas for March Break.",0,Twitter Web App,
Grateful Trojan,1253896984215216129,"Thousand Oaks, CA",2023-01-18 20:10:20,@samakiwalker1 @BasicBlues How about you get out of Ohio once and a while and see what the weather is like in Bould… https://t.co/cv3TbapelW,0,Twitter for iPhone,
Tahiti Tourisme US,22017925,"Los Angeles, CA",2023-01-18 20:00:30,"In 2023, take off to Tahiti! 🌺🌴 Explore vacation packages from Los Angeles and Seattle to The Islands of Tahiti, fe… https://t.co/OJmfKSTcXd",4,HeyOrca,
Shared-Use Mobility Center,1904891208,Chicago | Los Angeles,2023-01-18 20:00:00,Bainbridge Island in Washington state will be one of eight locations taking part in City Thread’s Accelerated Mobil… https://t.co/HTMQIntdLx,0,Tweepsmap,
Cult Epics,190781811,"Los Angeles, CA",2023-01-18 19:58:24,"A Sylvia Kristel double feature hosted by Jeremy Richey, author of Sylvia Kristel: From Emmanuelle to Chabrol! At t… https://t.co/Mr1G6NaCNL",4,Twitter Web App,
Keegan,3138178405,,2023-01-18 19:48:08,@JackTreanor617 Same for me Re: Seattle.,0,Twitter for iPhone,
El Gabriel!,33643087,long beach!,2023-01-18 19:34:08,"@JoeyJohnela It was the first time in the Seattle market , ofcourse it’s gonna sell fast , 2nd time in La it was a… https://t.co/l5Sxf5SAOU",0,Twitter for iPhone,
Scott Ian,21449197,Los Angeles,2023-01-18 18:57:31,Hello Seattle the riffs you ordered have arrived! Anthrax/Black Label Society/Exodus are in the building. Doors ope… https://t.co/6Nr3itXQih,71,Twitter for iPhone,
not me,843599471321653248,LA,2023-01-18 18:52:21,move the minnesota timberwolves to seattle,0,Twitter for iPhone,
Malik Monk Fanpage,1009829642306375685,"Los Angeles, CA",2023-01-18 18:37:15,"@DaveLack Weak, broke sports fans up in Seattle. I think that kinda encapsulates it.",0,Twitter for iPhone,
Malik Monk Fanpage,1009829642306375685,"Los Angeles, CA",2023-01-18 18:35:56,"@SeattleSonics Get it out while you can. Playoffs this year, then you’ll be back in ‘25 and we can settle this on c… https://t.co/eocI3yZedD",0,Twitter for iPhone,
Mina Kimes,95975081,"Los Angeles, CA",2023-01-18 18:27:56,"@Jim_Everett He also was bailing vs pressure (""pressure""....sigh) in the Seattle game. There's an opportunity for D… https://t.co/M33ey2I0jx",0,Twitter Web App,
Aokiji クザン,23614711,"Los Angeles, California",2023-01-18 18:15:31,It’s just interesting that SF winning is a foregone conclusion. That first half against Seattle happened too. If Bo… https://t.co/Ts4ceYnhjP,3,Twitter for iPhone,
Mina Kimes,95975081,"Los Angeles, CA",2023-01-18 18:14:36,@Jim_Everett Jim I generally think teams should blitz Purdy more than they have. Was hoping Seattle would roll the dice more.,2,Twitter Web App,
Rams PFN,1601254488102371329,Los Angeles,2023-01-18 17:58:36,"""Leaving Seattle, Bobby Wagner was clearly rolling down the hill of his career. But he turned back time in 2022, ha… https://t.co/YYqbp7N8tG",2,Twitter for iPhone,
active tsu,334672389,los angeles,2023-01-18 17:48:45,announcement 1: Seattle🚨! February 10th! playing at the Monkey Loft with the homie @VCTRE_ (one of my favorite peop… https://t.co/W3I7Ka6Jso,3,Twitter Web App,
colie.,1268630440337739776,"Los Angeles, CA",2023-01-18 17:38:28,@FlatballKenny @laaviators “One player isn’t enough to make LA good but it is IS enough to make Seattle good.”,0,Twitter for iPhone,
DG USMC SGT,1562970173375537153,"Los Angeles, CA",2023-01-18 17:33:16,@SQLKid62 For some reason the Angels have always been my least favorite sports franchise. I HATE losing to that tea… https://t.co/zLomhx5Vnq,0,Twitter for Android,
flipboitamidles (DAMN%),19516129,"Pomona, CA",2023-01-18 17:12:47,imma recreate this in seattle lol https://t.co/fooEmCFbSo,0,Twitter for iPhone,
Caerie Houchins (Riot KarebearQn),1175590580539101185,"Los Angeles, CA",2023-01-18 17:00:43,Please reach out to me for software engineering and engineering management opportunities at Riot Games if you are a… https://t.co/Z8oiMvgjOg,48,Twitter Web App,
Marc Arrambide,466047760,"Los Angeles, CA",2023-01-18 16:58:23,@RiotPhreak @Cubbyxx Cubby really doing @Joushi_TV a solid since his bed is still on hold in Seattle,0,Twitter for iPhone,
WhipTheCream.eth 🔺️,1389784216674705412,"Ontario, CA",2023-01-18 16:10:27,@BrockRe36269417 @jmw_SEATTLE @healthbyjames It's almost like different people have different underlying issues and… https://t.co/KIecK8AkrU,0,Twitter for Android,
J Franco,786052960052613120,"Santa Monica, CA",2023-01-18 15:46:16,@freezesports1 The @Seahawks …. The Seattle Seahawks say no.,0,Twitter for iPhone,
forest dwelling communist on stolen land,1346272382802034689,"Los Angeles, CA",2023-01-18 14:54:52,@phortuenti Yeah in Seattle most people are on the fifth jab every six months they get a booster,0,Twitter for iPhone,
Joe Halsey,1516453763778633730,"Pasadena, California",2023-01-18 14:22:25,"Once a destination downtown, now another casualty of the destruction of Seattle. When you cede downtown to crazy ho… https://t.co/w1EWcPmMeo",0,Twitter for Mac,
DabKleen,752202798360440832,Los Angeles,2023-01-18 13:35:51,Fentanyl Crisis Behind Record Homeless Death Toll in Seattle https://t.co/obUTBW99vF https://t.co/IKl7gFqEsy,0,dlvr.it,
Jeremy Wein is at SF Sketchfest,16161057,NYC/LA,2023-01-18 09:12:22,"@CatKupo @thatbilloakley wooooorking on it, Seattle might happen before just tbh",0,Twitter for iPhone,
Mana19943,1339109904871616512,"Los Angeles, CA",2023-01-18 08:05:12,@LockedOnAngels Former Angels and NYY Player Hideki Matsui and Redsox closer Uehara say they hated Seattle and San… https://t.co/U3Kb5ky6zm,1,Twitter for iPhone,
Rework Work™️,2693363413,"Los Angeles, CA",2023-01-18 07:43:25,Thank you to LinkedIn for the invitation to speak at Recruiter Reunion Seattle.  Honored to share the stage with… https://t.co/SivbQHSk4Y,0,LinkedIn,
housewifehistorian,1289795384982646785,"Beverly Hills, CA",2023-01-18 07:40:09,@onlyhereforbets @zhimzhim @48hours Huh? Drive 10 miles outside of Seattle. Fill of toothless hillbilly racist Magats,0,Twitter for iPhone,
SubIsPog (9-8) #7,1101625758936518657,"Los Angeles, CA",2023-01-18 07:31:51,@TradePickNTank @jasrifootball Seattle says no,0,Twitter for Android,
Manuel Ray Chavez,868467142764646404,"Ontario, CA",2023-01-18 07:31:50,@BroncoFanatic97 8 for me I would love his coaching staff history with Russ in Seattle was great,0,Twitter for Android,
↞ⓜⓔⓛ↠ ѧ musє.,496434901,"Venice Beach, Los Angeles",2023-01-18 06:50:11,"Check out this listing I just found on #Poshmark: Tiny Ethiopian opal and silver-tone copper ring, size 4, handmade… https://t.co/779UTycXly",0,Poshmark,
LYNN CAREY SAYLOR,16207826,Los Angeles,2023-01-18 05:57:51,@jmw_SEATTLE @healthbyjames I read her obit. Heartbreaking. 🥲💔,0,Twitter for iPhone,
Sandy 🌴,223376261,"Los Angeles, CA",2023-01-18 05:51:29,Hey Seattle it’s always nice to be back 😊,0,Twitter for iPhone,
AJ ™,877340650097623041,"Los Angeles, CA",2023-01-18 05:35:16,Ballmer missed an opportunity to be king in Seattle and missed it.,0,Twitter for iPhone,
Angel Guzman,3238173243,"Arcadia, CA",2023-01-18 05:27:51,@Lobs_All_Day I just wonder if Kyle still dials up a lot of passing plays for him like last week against Seattle he… https://t.co/Bb4Pg1up5G,0,Twitter for iPhone,
Parody Chelsea Reed✨🪄,293757452,"North Hollywood, Los Angeles",2023-01-18 05:12:24,Planning our ECCC weekend that was coming up. There were reports of it in Seattle but we figured we’d go and if the… https://t.co/Vw3kSRRIMo,0,Twitter for iPhone,
Nojo,23137218,Baltimore to Los Angeles,2023-01-18 05:10:03,@Mermaids4Kamala Waay to go! Seattle floors and HB Sec S row 5 for me. Didn’t put in for Greek. It’s midweek and I’… https://t.co/hFyU9vMaVO,0,Twitter for iPhone,
Don't Get Fooled,796193212125745152,"Los Angeles, CA",2023-01-18 04:50:59,@freezesports1 Seattle lmao 🤣,0,Twitter for iPhone,
Jonathan Wicks,2450326986,"Hermosa Beach, CA",2023-01-18 04:24:16,@FeedbackRobust @Randall_Stps @MattWelch That was my family! So happy my parents fled North Dakota so I could grow… https://t.co/NCas0wLlKa,0,Twitter Web App,
The Sklar Brothers,34559099,Los Angeles,2023-01-18 04:12:40,How did we suddenly get on the same page to make sweet comedy together?   We forgive your last transgressions PDX A… https://t.co/73ZHcT7pEf,0,Twitter for iPhone,
Side Eye Soal,617353720,"Los Angeles, CA",2023-01-18 03:59:11,Is there a POC yoga studio is Seattle? My bestie is struggling around all these YT ladies w/ vocal fry,0,Twitter for iPhone,
Jesse,762319514734297088,"Los Angeles, CA",2023-01-18 03:53:21,@kazzykam 3rd round pick for Seattle,0,Twitter for iPhone,
makeitrad,1372377596575412225,"Los Angeles, CA ",2023-01-18 03:39:22,@KskeetP Thanks Seattle!!,0,Twitter for iPhone,
toasty 🏳️‍⚧️♂️,1050425663742795776,LA,2023-01-18 03:34:44,"@terraswill when i was visting my friend in seattle i met his sister and she was a total cat person, she hung up ha… https://t.co/DFlkSEnsK2",0,Twitter Web App,
ice spice nation,559914313,"Los Angeles, CA",2023-01-18 03:28:40,my whole drive to work I was just looking at all the grassy hills and bright green trees &amp; it reminded me of my fir… https://t.co/KPWcaumcWK,0,Twitter for iPhone,
Prestige GroupLLC,1441182715298992130,"Los Angeles, CA",2023-01-18 03:28:10,@KarensGoneWld Seattle,0,Twitter for Android,
avi loud,981697574330482688,"Los Angeles, CA",2023-01-18 03:14:38,@isaiahsneeeed there’s a saigon deli in chinatown that does it for 5. Just had the $10 one at Be U - not bad but i… https://t.co/wwVGH6Kfkd,0,Twitter for iPhone,
kay,1939417292,"La Canada Flintridge, CA",2023-01-18 02:57:45,For some reason thought there was a Seattle BradLamberts game tonight,0,Twitter for iPhone,
nicwerks,102616269,"Los Angeles, CA",2023-01-18 02:54:40,@Superhuman @rahulvohra @Seattle_Condos @ExnerHolly Hey Holly // I’m only a few weeks in with Superhuman and that i… https://t.co/fqKQnzN3Pv,0,Twitter for iPhone,
AuzSantiago,76211817,"Los Angeles, CA",2023-01-18 02:40:33,@tajinbb @HaimChi @ClubFeelGoodInc @dj100proof @dj100proof F.G.I. Seattle soon? 👀,0,Twitter for iPhone,
Aram D,29574337,East Hollywood,2023-01-18 02:34:06,Connor Mcdavid making seattle D look like drunk flat footed beer leaguers. My lord.,0,Twitter Web App,
Chad Lancaster,14499717,"Simi Valley, CA",2023-01-18 02:28:33,"Tickets bought, flight, and hotel booked!Going to the @LAKings game in Seattle and Vancouver with my gf, little sis… https://t.co/DGVnowPJ33",0,Twitter for iPhone,
BIG PAPI 🦂,3160045088,"Los Angeles, CA",2023-01-18 02:24:05,@_xtabai_ How the hell am I going to get to Seattle if I don't even want to go to Ralph's down the street,0,Twitter for Android,
BIG PAPI 🦂,3160045088,"Los Angeles, CA",2023-01-18 02:23:42,@_xtabai_ Factual. And I'm over here considering going to Seattle 🤣,0,Twitter for Android,
The Inconvenient Truth,2466727220,"Baldwin Park, CA",2023-01-18 01:30:20,@CoDawg24 @LwyrUp406 Those are the ones that are actually true and not ones spun by Seattle media to create a narra… https://t.co/EJjw5vgE1D,0,Twitter for Android,
Twyla,1496175606924386308,"Los Angeles, CA",2023-01-18 01:16:27,@theblaze Did someone mention #Seattle ? #alert https://t.co/JX7rMqNRRJ,0,Twitter for iPhone,
Toby Meyers,1355620764221927426,"Los Angeles, CA",2023-01-18 00:24:37,@RichHomi3Twan @DeeksViewOG I actually live in Portland half of the year and Seattle the other,0,Twitter for iPhone,
Christine 🕸,921781062,"Los Angeles, CA",2023-01-18 00:04:53,"@ShiLLin_ViLLian I got my flannel. dr Martins, umbrella, and Starbucks coffee for this Seattle themed space",1,Twitter for iPhone,
I AM ABLE,835282749841776640,"Los Angeles, CA",2023-01-17 23:51:16,"Vote for @jewellloyd, our advisory board member! She is truly a role model! #Dyslexia #empowerment #basketball… https://t.co/USepkZsfw8",2,Twitter for iPhone,
Kien Lam,343017494,"Los Angeles, CA",2023-01-17 23:48:37,@su__cho @mlekoday I'm not gonna be in Seattle unfortunately!,0,Twitter for Android,
Johnny_Utah,1347275255530704896,"Los Angeles, CA",2023-01-17 23:06:14,"@JFKlopfenstein If they talk about moving the Jazz to Lehi, just give the team to Seattle.",0,Twitter Web App,
Sunset,21689161,"Los Angeles, CA",2023-01-17 23:00:07,"""You normally eat bibingka during the holidays, but we serve it year-round,"" says Melissa Miranda of Seattle restau… https://t.co/ZVVOZW1awr",0,SocialNewsDesk,
SPACE YACHT,1220804838,"Los Angeles, CA",2023-01-17 22:03:36,"SEATTLE THIS FRIDAY⁠ 1/20
⁠
Tech My House - Loft Stage⁠
LONDONBRIDGE B2B TONY H⁠
FOUAD MASOUD⁠
WOLFSTAX⁠
HOUSE OF M… https://t.co/xBAQE9YfYn",4,Twitter Web App,
Rian Johnson,25629019,Los Angeles,2023-01-17 21:48:13,"THANK YOU SEATTLE! I’ve worked with Mary since Looper, she and Bret outdid themselves getting this ensemble togethe… https://t.co/8ubGwW0AJO",13,Twitter for iPhone,
Angelina Chen,494238396,Los Angeles,2023-01-17 21:47:39,@LombardiHimself Yeah why??? They doubled in price after Cowboys won whereas the Seattle game went down in price,0,Twitter for iPhone,
Justin Cho 조현동,1057087197373812736,Los Angeles,2023-01-17 21:33:00,@thammegowda Best of luck at Seattle TG!!,0,Twitter Web App,
Will 👀,1361611396673200130,"Los Angeles, CA",2023-01-17 21:12:14,"@SlashBeZiumXO @Shahmadrid0912 Or Seattle get shit on, and its the reason they’re able to get pred next year.",0,Twitter for iPhone,
In the Mourning 💚,1315840554282835969,"Los Angeles, CA",2023-01-17 21:07:19,Might have a very fun and cool surprise for Seattle soon 😁…,1,Twitter for iPhone,
Grimy Goods,35660652,"Los Angeles, CA",2023-01-17 20:54:12,"Madonna: The Celebration Tour is heading to Los Angeles, San Francisco, Las Vegas, Seattle and many more cities acr… https://t.co/Ha8CddzsM5",1,Jetpack.com,
Smith,1326135753416597504,Dodger Stadium,2023-01-17 20:53:49,@Mhiggins___ @brettsburner2 Idk Slater worked out pretty well at LT with shorter arms but I’d love him in Seattle at guard,0,Twitter for iPhone,
Makoy C.,186712862,Los Angeles CA,2023-01-17 20:37:17,I had a very short but fun trip to Seattle last weekend. I loved the city and its vibe. https://t.co/yy5kNCcoOw,0,Twitter for iPhone,
josh,17627790,"Los Angeles, CA",2023-01-17 20:31:29,@SportsOracle @mikeklis I mean have at it whoever i just hope I don't have to watch his plodding bore show in Denve… https://t.co/DksL9oV02Z,0,Twitter for Android,
crystal,4740986534,"Los Angeles, CA",2023-01-17 20:02:06,seattle is calling my name and i must answer,17,Twitter for iPhone,
AlternateDictum,3219683995,"Beverly Hills, CA",2023-01-17 19:11:00,"@HuntPatterson_ Too bad, will always be the least liked team in pacific west coast. They need to move to Seattle",0,Twitter Web App,
josh,17627790,"Los Angeles, CA",2023-01-17 19:03:03,@SportsOracle @mikeklis I'm sad for anyone who takes schotty whatch tape of his offense the scheme sucks be it NYJ… https://t.co/T3WZFlXzV0,0,Twitter for Android,
LARams4evr,345528849,West Los Angeles,2023-01-17 18:59:07,@TheHerd the #49ers have a great defense. Best in the league. Purdy is good but not the reason for 30+ pts. It’s th… https://t.co/mgYsVPzOm2,0,Twitter for iPhone,
Dobber Sports News,1577495758051459073,Ontario,2023-01-17 18:52:21,"Jack Campbell #LetsGoOilers

Campbell will start Tuesday's home game versus Seattle, Oilers play-by-play announcer… https://t.co/3Gy7UxwArS",0,Dobber Sports News,
Jason Ragatz,57797135,"Los Angeles, CA",2023-01-17 18:48:42,"@benbbaldwin if anyone wants to pay Geno that kinda money, teams should run far, far away.

However, as an SF fan I… https://t.co/Jpxuw5LmC1",0,Twitter Web App,
Tony T,14900401,Las Vegas and Los Angeles,2023-01-17 18:43:16,Seattle Kraken vs Edmonton Oilers 1/17/2023 NHL Picks and Predictions on Morning Steam Show #NHL #NHLPicks… https://t.co/Zr2pwPbXZE,0,Twitter Web App,
Blue_Seven,1534573332644827136,"Cypress, CA",2023-01-17 18:35:37,@black_seattle @r8dr4lfe75 dude right? Billionaire and that’s what you cleave to. Some wook looking gump who isn’t… https://t.co/uE0y7UMgEu,0,Twitter for iPhone,
mark_ysl,1336938637288644610,"Long Beach, CA",2023-01-17 18:24:07,@semajgotmotion Seattle 🤭,0,Twitter for iPhone,
Dobber Sports News,1577495758051459073,Ontario,2023-01-17 18:21:26,"Evander Kane #LetsGoOilers

Kane (wrist) will be a game-time decision for Tuesday's matchup with Seattle, Daniel Nu… https://t.co/ksE65OxJiQ",0,Dobber Sports News,
Ben Bergman,64295115,"Los Angeles, CA via Seattle",2023-01-17 18:14:55,"Came back from the mountains and LA is looking its best. No more snide Seattle digs, please. ☀️ https://t.co/Cn4lQf0jTd",0,Twitter for iPhone,
skrilla scrooge,440675213,Los Angeles,2023-01-17 18:09:22,"Vote for me to perform for  $50,000 in Prizes!  at #Seattle 4/30/23! https://t.co/5z9H2ES2jQ #Coast2Coast https://t.co/VRRRpDJhzg",0,Coast 2 Coast Mixtapes,
